OBJECTID,City,pubtran11,pubtran12,pubtran13,pubtran14,pubtran15,pubtran16,pubtran17,pubtran18,pubtran19,Shape__Area,Shape__Length,pubtran20,pubtran21
1,Baltimore City,18.8870014742471,18.755752315489,18.3486453731577,18.7247,18.6,18.4,18.2,18,17.5,2264963004.20801,528245.410048714,17.36035518,16.13790771
