OBJECTID,City,Shape__Area,Shape__Length,drvalone11,drvalone12,drvalone13,drvalone14,drvalone15,drvalone16,drvalone17,drvalone18,drvalone19,drvalone20,drvalone21
1,Baltimore City,2264963004.20801,528245.410048714,61.1340481432612,61.338226442205,62.2127526486571,62.1143,60.2,59.8,60,60.1,60.2,63.71256181,
